,track,uri,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1374,Do I Wanna Know?,spotify:track:3jfr0TF6DQcOLat8gGn7E2,confident,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03
1375,Jumpsuit,spotify:track:1E1uGhNdBe6Dddbgs2KqtZ,confident,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052
1376,I Like The Way You Die,spotify:track:13HPn0OyGLPtJ6iUNiwLYg,confident,0.546,0.76,9,-6.887,0,0.0399,0.00629,4.66e-05,0.0737,0.41,101.936
1377,Typhoons,spotify:track:6BsZx9FarJrLddTNu2k6pU,confident,0.601,0.723,8,-4.364,0,0.0384,0.000347,0.0011,0.346,0.581,114.991
1378,Seize the Power,spotify:track:4wD6EgZCok8Qb5Fs8jszYc,confident,0.633,0.788,5,-4.075,0,0.127,0.0111,1.6e-06,0.0582,0.412,134.13
1379,Dead Weight,spotify:track:7hM9ShrZMCV7xYOQwqBnNb,confident,0.6,0.915,4,-2.087,0,0.0665,0.00593,0.00952,0.484,0.589,119.008
1380,Hayloft,spotify:track:2kS6td1yvmpNgZTt1q5pQq,confident,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975
1381,Cheer Up London,spotify:track:6YwYfxEFDUZZ1xX5vlBYmF,confident,0.627,0.861,1,-1.856,1,0.0509,0.000564,0,0.0312,0.623,122.133
1382,No Good,spotify:track:5Xx8krVxg1pRy6CXieB7FS,confident,0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525
1383,money,spotify:track:3zPxY9vi8iKRoobLbOVTdF,confident,0.582,0.748,2,-4.474,1,0.0755,0.00362,4.39e-05,0.12,0.414,104.015
1384,What Went Down,spotify:track:0LJDalpISq604gw21RVwIV,confident,0.231,0.919,2,-6.182,0,0.0728,0.00314,0.00451,0.0643,0.131,146.944
1385,HONEY,spotify:track:7AVf3MdvwHM5CdOdquzu9c,confident,0.468,0.902,9,-4.838,1,0.132,0.0325,2.65e-06,0.0664,0.451,119.017
1386,Black Roller Coming,spotify:track:2XPt6j5uVqr7BBRavaBJTh,confident,0.4,0.916,9,-5.443,0,0.0479,0.00982,0.00611,0.171,0.352,168.209
1387,Parasite Eve,spotify:track:5OxclJsdFESni44YlpNpkR,confident,0.589,0.797,9,-5.464,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489
1388,how will i rest in peace if i'm buried by a highway?//,spotify:track:4jFLw7QqWlv3lZr980HyYW,confident,0.479,0.844,1,-4.338,0,0.0819,0.0134,3.91e-06,0.195,0.49,159.852
1389,Elephant,spotify:track:6HqWcIutC3Bwk6awM1jnGP,confident,0.594,0.555,9,-6.689,0,0.0377,0.541,0.151,0.286,0.52,123.069
1390,Hate To Say I Told You So,spotify:track:20j7B6mL9gnNvG3ic6Vwh5,confident,0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826
1391,This is Our Life,spotify:track:5T38ywOoK6b29fpbTrhwx3,confident,0.367,0.877,7,-3.92,1,0.109,0.00108,1.08e-05,0.351,0.395,157.68
1392,Romantically Dead,spotify:track:3wfJ3FnkZhYuw1R1YErK3I,confident,0.403,0.483,1,-6.608,1,0.113,0.00233,0.125,0.139,0.296,191.904
1393,Weird Leisure,spotify:track:0cJZTQ1x6ko3gbtoLKaoQe,confident,0.228,0.879,5,-4.326,1,0.0701,0.000141,8.7e-06,0.0484,0.352,145.418
1394,Giant Peach,spotify:track:7DJemldOSadY7j7Bv8HKV3,confident,0.503,0.812,6,-7.829,0,0.0754,4.75e-05,0.0639,0.691,0.136,140.902
1395,Shakespeare,spotify:track:25PbtKKNQl0UvQpoe7Eb36,confident,0.607,0.757,10,-4.127,1,0.052,0.000568,0,0.249,0.396,125.009
1396,Doorman,spotify:track:7wMCECqH5hlj6HF2J2LKAZ,confident,0.673,0.892,10,-7.175,0,0.244,0.19,0,0.228,0.293,87.497
1397,Where’s Your Head?,spotify:track:09iYuaPCCgMDGb2vprvzp5,confident,0.468,0.934,8,-4.256,1,0.234,0.000274,0.000345,0.0995,0.557,179.998
1398,How Am I Still Alive? (with Lydia Night),spotify:track:2ymOJYGe3noIiQF83yAysV,confident,0.285,0.801,5,-3.094,1,0.0537,0.0191,1.56e-06,0.212,0.391,176.637
1399,Doubt It,spotify:track:2eND3ds7B2pUtJgpQJv3r0,confident,0.61,0.884,4,-4.612,0,0.0347,0.000264,0.00116,0.0892,0.546,113.968
1400,Babylon,spotify:track:0JlNtj7KalsjE4MWnwfv3U,confident,0.421,0.817,7,-4.951,0,0.162,0.00808,0.000615,0.755,0.522,194.992
1401,Wild Stare,spotify:track:2SClPoLfPJmwrr3EyfgRTS,confident,0.649,0.823,10,-3.61,0,0.0503,0.0245,0.000227,0.192,0.443,128.069
1402,eye 2 eye,spotify:track:6wlouslDoDFy2NH8HaPwQf,confident,0.638,0.666,4,-6.951,0,0.0392,0.00784,6.65e-05,0.314,0.651,131.962
1403,It's Not Your Fault,spotify:track:0l8NnoFm09sUNcts1ycOtV,confident,0.507,0.88,5,-2.938,0,0.0461,0.0044,0.0176,0.367,0.469,151.936
1404,The Way You Used to Do,spotify:track:1wsnCfewxZlCs7cJxkaMZM,confident,0.474,0.843,0,-5.909,1,0.272,0.0102,0.104,0.362,0.433,97.691
1405,He's So Good,spotify:track:7enfaPLtX5sDkToQch7Qzo,confident,0.413,0.974,0,-4.458,1,0.103,0.000112,0.000993,0.425,0.0832,99.04
1406,MAKEMEFEELALIVE,spotify:track:6nh20AP8bdk1TPMvjFnfZo,confident,0.547,0.987,1,-1.789,1,0.0807,0.00262,0.00024,0.31,0.5,135.014
1407,Voices,spotify:track:0pCw1jB0saFnSvBy6LuZNq,confident,0.404,0.876,9,-2.008,1,0.0645,0.0269,0,0.479,0.458,179.941
1408,Can't Stop,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,confident,0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455
1409,Who’s Gonna Love Me Now,spotify:track:3OAiJ8YdnNr2zus6CwT3y2,confident,0.451,0.947,6,-3.607,0,0.207,0.00261,0.000312,0.286,0.35,118.701
1410,Televised Mind,spotify:track:3rq8wrt867MobyQuum2TBp,confident,0.37,0.895,11,-5.501,1,0.0902,0.00811,2.97e-05,0.0993,0.268,140.818
1411,.getawayfortheweekend.,spotify:track:7uFERMScrK0arLmw4zHLS6,confident,0.472,0.859,0,-6.551,0,0.0465,4.09e-05,0.0364,0.148,0.315,145.937
1412,Dying Breed,spotify:track:1cS6quzGhImyJPMiNxfxkA,confident,0.657,0.782,1,-4.743,1,0.0849,0.00105,0.0206,0.151,0.604,151.397
1413,Mule Track,spotify:track:6dw4dGyD3RtLSz4lsLsYQV,confident,0.261,0.667,7,-8.211,1,0.0311,0.0812,0.806,0.099,0.188,145.276
1414,Teenagers,spotify:track:7j31rVgGX9Q2blT92VBEA0,confident,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647
1415,I Need To Be Your Only,spotify:track:7aJDkh2HFAeirsG67P8EkC,confident,0.457,0.87,10,-6.002,0,0.0411,0.00454,0.00433,0.223,0.406,149.943
1416,Come Closer,spotify:track:20uVZbYFKshjrdDHcVy9w9,confident,0.511,0.696,6,-5.157,0,0.0421,0.0272,0.000249,0.0875,0.788,164.614
1417,Icky Thump,spotify:track:7aBAo2pO8LvrN8mGba7MvA,confident,0.415,0.632,9,-7.243,1,0.0927,0.021,0.0117,0.0545,0.356,97.689
1418,Supermassive Black Hole,spotify:track:3lPr8ghNDBLc2uZovNyLs9,confident,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0
1419,Working Man's Town,spotify:track:1oVDim6oJQB6FRZ4XxdvhC,confident,0.357,0.866,4,-4.639,0,0.051,0.0015,0,0.515,0.749,150.077
1420,blood (feat. KennyHoopla & JUDGE),spotify:track:4oGdeEvF5iKi3FydasLD7y,confident,0.608,0.817,4,-4.405,0,0.151,0.0359,3e-06,0.143,0.845,81.014
1421,Kiss Like the Sun,spotify:track:7rbUjxWedARjXTNqZjjccc,confident,0.541,0.831,5,-4.065,1,0.0344,0.00352,0.0116,0.175,0.553,108.07
1422,Kicks,spotify:track:0tjEDAVhcqoMakxZYI7JLR,confident,0.638,0.837,10,-5.366,0,0.0771,0.141,0,0.285,0.619,95.023
1423,Longshot,spotify:track:1Yi8XPnCPoimWwqxwm3uz9,confident,0.481,0.765,7,-4.025,1,0.0388,0.00381,0.000737,0.119,0.465,102.829
1424,Kiss Me More (feat. SZA),spotify:track:748mdHapucXQri7IAO8yFK,confident,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968
1425,So Pretty,spotify:track:1yLTcitjbEJr7a4jyDB0Lz,confident,0.799,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906
1426,Syrup,spotify:track:5nzX0GtmuW03QGb2l9Hw0C,confident,0.854,0.498,1,-9.105,1,0.266,0.0442,1.45e-05,0.0758,0.275,106.011
1427,Yucky Blucky Fruitcake,spotify:track:1j3SdMJfeRJXycCp50boYE,confident,0.597,0.617,8,-7.482,0,0.282,0.463,0,0.66,0.889,97.923
1428,Slumber Party,spotify:track:11ZulcYY4lowvcQm4oe3VJ,confident,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012
1429,What’s New,spotify:track:3jRHehB5ulTMKfK5WaqDqc,confident,0.934,0.873,1,-4.707,1,0.309,0.00488,0,0.0832,0.721,139.997
1430,Unlock it (feat. Kim Petras and Jay Park),spotify:track:3qGHAKgjQruzj6doKkyEb5,confident,0.504,0.711,9,-5.864,1,0.0452,0.0585,1.83e-05,0.382,0.5,134.824
1431,Up,spotify:track:1XXimziG1uhM0eDNCZCrUl,confident,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0
1432,Best Friend (feat. Doja Cat),spotify:track:2etHQJxIbV0soyPhelVs9Y,confident,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018
1433,Maneater,spotify:track:4wH4dJgrsxONID6KS2tDQM,confident,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722
1434,WHOLE LOTTA MONEY,spotify:track:5yorXJWdBan1Vlh116ZtQ7,confident,0.897,0.371,1,-5.019,1,0.368,0.0904,0,0.325,0.441,81.008
1435,Pussy Poppin (I Don't Really Talk Like This),spotify:track:0Hb2KGmwZez23POGBw2Xc2,confident,0.936,0.82,9,-2.554,1,0.325,0.163,0,0.0707,0.896,94.991
1436,Bubblegum Bitch,spotify:track:6IbnUaczZBT34DhaD6S18F,confident,0.495,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024
1437,motive (with Doja Cat),spotify:track:5VipERQ1ofCowecoFg2MVU,confident,0.789,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965
1438,I'm Legit,spotify:track:5VH29X65xVLfH2TwD9EcxO,confident,0.859,0.746,9,-3.014,1,0.0663,0.0301,0.000877,0.169,0.543,75.002
1439,Girls in the Hood,spotify:track:6WbTTAGKrQtCQvmc5BuYfh,confident,0.821,0.863,6,-3.159,1,0.353,0.00824,0,0.0377,0.874,180.013
1440,Level Up,spotify:track:2JJizMJ5Ze77pgVT5LnECc,confident,0.938,0.535,8,-4.742,1,0.302,0.0213,0,0.0625,0.373,134.944
1441,People I Don't Like,spotify:track:5srKMwXoeyrRnyTnNbpgIW,confident,0.747,0.573,11,-6.562,0,0.295,0.268,0,0.302,0.551,90.036
1442,No More Parties,spotify:track:3R6wLBD4oU6op8L4YfMho9,confident,0.847,0.405,11,-10.901,1,0.584,0.232,5.37e-06,0.0944,0.588,156.999
1443,Where Have You Been,spotify:track:5WQQIDU3HRaMyPkob8mpFb,confident,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963
1444,Got Me Good,spotify:track:2KrrkENWfhnfgjIclMpPiS,confident,0.709,0.96,8,-4.465,1,0.0898,0.00157,7.82e-05,0.893,0.665,133.037
1445,Big Boy,spotify:track:4aijMSsvaGuyE5Wp2ycCBW,confident,0.843,0.803,1,-5.381,1,0.0663,0.2,0,0.111,0.839,138.018
1446,What A Shame,spotify:track:7bAOw0ew6Am7mlGNZjmtwP,confident,0.706,0.468,4,-7.898,0,0.5,0.339,0,0.0764,0.549,143.768
1447,Dead To Me,spotify:track:6LOZws7T3jqZz78unPgFF9,confident,0.675,0.761,4,-4.469,0,0.0466,0.432,0,0.102,0.428,119.001
1448,Take Your Man,spotify:track:1CF5kzz5XDBAL24wtVyyTJ,confident,0.934,0.658,0,-8.052,1,0.108,0.411,0.000738,0.0809,0.344,110.015
1449,DO A BITCH,spotify:track:7kppEmkcJQCNIAjJ0YWJWy,confident,0.87,0.41,1,-11.034,0,0.214,0.0865,6.87e-06,0.159,0.317,105.009
1450,I Am (feat. Flo Milli),spotify:track:4E7ZbuJH3NddjnMWLstkRq,confident,0.932,0.835,1,-3.905,1,0.156,0.105,0,0.0847,0.926,144.02
1451,Buss It,spotify:track:6NWdgyVsjp2bJ11PToXCr1,confident,0.918,0.434,9,-9.541,1,0.173,0.569,3.14e-06,0.123,0.75,109.997
1452,Disturbia,spotify:track:30VrBsh1STRBoIrhQOAwzK,confident,0.703,0.813,11,-4.517,0,0.0574,0.0884,0,0.219,0.717,124.904
1453,Streets,spotify:track:60ynsPSSKe6O3sfwRnIBRf,confident,0.749,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028
1454,It's Not My Fault,spotify:track:3P27Dj2AqFIyy6ExlstOVi,confident,0.957,0.737,8,-3.829,1,0.0857,0.0743,0.000107,0.0639,0.874,132.987
1455,Heart Of Glass (Live from the iHeart Festival),spotify:track:5i7ThJfYLAzp2DyZuFpF6j,confident,0.58,0.908,4,-5.303,1,0.0341,0.000335,4.84e-05,0.087,0.427,115.016
1456,Vroom Vroom,spotify:track:5hyq3LBlCfjRQAFkdQwe8o,confident,0.836,0.684,11,-5.818,1,0.241,0.122,0,0.0854,0.514,151.007
1457,THAT'S ON YOU!,spotify:track:7mV2INVLXxfqjtEn4zPDel,confident,0.502,0.467,11,-10.329,0,0.211,0.46,0,0.0713,0.689,111.546
1458,Deepthroat,spotify:track:5cXtT63OTadsjqfRkm5Dwd,confident,0.93,0.65,0,-6.896,1,0.259,0.184,4.92e-05,0.198,0.403,98.023
1459,UCKERS,spotify:track:3CFPJGktOC1KpxwvDjIHfL,confident,0.773,0.555,4,-7.169,0,0.0583,0.0154,0.00814,0.319,0.501,97.992
1460,thicc,spotify:track:5hPgSVHlmym45dc0861p8c,confident,0.915,0.574,5,-10.423,0,0.463,0.154,1.3e-06,0.311,0.583,138.866
1461,Daisy,spotify:track:0AUvWawuP0ibk4SQ3sIZjk,confident,0.834,0.663,8,-6.143,1,0.133,0.235,0,0.372,0.774,121.876
1462,Tomboy (feat. Coi Leray),spotify:track:2iRSvggpclrZU49PH3tqtg,confident,0.673,0.679,0,-5.089,0,0.036,0.409,2.12e-05,0.108,0.447,78.029
1463,Drugs,spotify:track:06ioYJ99HHjzRk8HrGfkKS,confident,0.883,0.415,6,-8.571,0,0.174,0.35,0,0.063,0.318,76.986
1464,I'm not Pretty,spotify:track:4pBhTGnL5N5KqsyqU58jee,confident,0.783,0.526,7,-6.478,1,0.261,0.0802,0,0.066,0.902,75.002
1465,Boss Bitch,spotify:track:78qd8dvwea0Gosb6Fe6j3k,confident,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989
1466,All About Cake (feat. Coi Leray & Kaash Paige),spotify:track:6o5nwWrt3CRlRaT71Eilum,confident,0.916,0.511,1,-4.302,1,0.387,0.193,5.05e-05,0.176,0.516,131.042
1467,Kim (with Yung Baby Tate),spotify:track:0Rb7VLOEfskuXQSBz9QdFQ,confident,0.939,0.747,5,-3.95,1,0.0951,0.115,1.14e-05,0.105,0.592,127.031
1468,Bitch From Da Souf,spotify:track:4XUD2CnwseTFwKDlKLqT5j,confident,0.82,0.433,1,-7.251,1,0.242,0.0203,0,0.169,0.352,150.071
1469,May I,spotify:track:1GcXzijYzyfMq6wryZjYW5,confident,0.896,0.78,1,-3.547,1,0.202,0.0828,0,0.0857,0.85,106.032
1470,Problems,spotify:track:5fgHQws1Cj6KDLQmlqM6lF,confident,0.761,0.554,0,-4.583,1,0.0432,0.226,0.000232,0.181,0.381,145.015
1471,Traumada,spotify:track:7MIkwVS7Wm1vYTEoDPsyVS,confident,0.771,0.575,0,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522
1472,nuh uh,spotify:track:2tigH2DP65aAzAlyAFNoRZ,confident,0.923,0.587,1,-2.98,1,0.122,0.0474,0.00245,0.0695,0.569,97.996
1473,Murder Party,spotify:track:0BJHFunrXh8e7NFQzi8crG,confident,0.709,0.564,9,-8.551,0,0.16,0.158,0,0.132,0.486,129.954
1474,Cry Baby (feat. DaBaby),spotify:track:4aarlAfLKVCTxUDNgbwhjH,confident,0.957,0.437,11,-7.882,1,0.359,0.00402,0,0.219,0.616,130.058
1475,Fuck Up the Friendship,spotify:track:1ddKUwm3UuvcMWLLAgOIcX,confident,0.745,0.736,1,-5.258,0,0.29,0.142,1.1e-05,0.11,0.77,104.008
1476,Therefore I Am,spotify:track:54bFM56PmE4YLRnqpW6Tha,confident,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009
1477,Pussy Talk,spotify:track:5EzL7hGT9g2Tvqsy158Lu9,confident,0.943,0.641,1,-5.598,1,0.191,0.0016,0,0.211,0.242,99.099
1478,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",spotify:track:3jjBPF4NDMCU51psU8JPpR,confident,0.88,0.662,0,-5.766,1,0.304,0.205,0,0.227,0.726,109.988
1479,vicious (feat. Lil Mosey),spotify:track:7nIPkUEV3HYE7yzXHvGOVB,confident,0.697,0.74,5,-5.327,0,0.0558,0.0354,0,0.135,0.44,156.127
1480,THAT BITCH,spotify:track:77o1HdXHm1hLd7Ebe9ygd0,confident,0.778,0.738,2,-2.164,1,0.218,0.0103,0,0.55,0.626,162.132
1481,Sex With Me,spotify:track:4v0EzQ3hw2eTPUv5RTkfzA,confident,0.726,0.782,1,-5.592,1,0.0662,0.087,6.2e-06,0.0315,0.683,96.028
1482,stfu (i got u),spotify:track:3hxu1tXtwME8VVAx1zENk5,confident,0.588,0.646,10,-4.478,1,0.04,0.424,0,0.32,0.423,89.812
1483,boys lie,spotify:track:1o1yoF3LSJVdYAkT60730Z,confident,0.75,0.551,7,-6.961,0,0.0467,0.0155,0.00489,0.122,0.421,147.956
1484,BOYSHIT,spotify:track:3YmgsYX80v0EtBZekgcB6w,confident,0.638,0.699,1,-6.542,1,0.0892,0.0203,0,0.0879,0.57,121.122
1485,In The Party,spotify:track:52BJrldggFQyTiW8XrILhO,confident,0.919,0.609,9,-5.059,1,0.262,0.0096,0,0.124,0.418,134.992
1486,WOO!,spotify:track:3uITKXPDrj2Bqgyb4hT1YO,confident,0.953,0.614,2,-7.328,1,0.0752,0.00717,0.000258,0.0762,0.188,105.019
1487,PJ,spotify:track:1qxnmVbl8To9W9BcbTS8yC,confident,0.959,0.649,0,-6.535,0,0.21,0.096,0,0.635,0.76,106.996
1488,Body,spotify:track:0A1hoCfMLkiAgvhWkkucJa,confident,0.914,0.732,8,-6.1,0,0.241,0.0166,0,0.107,0.469,94.066
1489,Boys Ain't Shit,spotify:track:6vzLbfskWigBsCzNdB0kfE,confident,0.826,0.615,1,-4.729,0,0.137,0.435,0.00631,0.334,0.841,102.999
1490,Tap In,spotify:track:4Hpib09wXgD84w4uwTPnYD,confident,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036
1491,Knife Under My Pillow,spotify:track:18IzbU4Iy1ktWsOZOJDiD1,confident,0.562,0.876,0,-4.448,1,0.0463,0.00147,0.000678,0.217,0.525,149.971
1492,TUCKITIN,spotify:track:6fR2c0tL7jGNIFpMIXRrGZ,confident,0.552,0.276,5,-10.183,0,0.191,0.709,1.66e-05,0.287,0.31,146.373
1493,Psycho,spotify:track:4oST8HiZTBrgJLHBMpbVUW,confident,0.799,0.496,5,-7.882,0,0.0544,0.389,0.0506,0.164,0.159,100.011
1494,Savage Remix (feat. Beyoncé),spotify:track:5v4GgrXPMghOnBBLmveLac,confident,0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459
1495,Mad At Me.,spotify:track:0xJWNEUYTU5tle6ezjf0gE,confident,0.735,0.585,0,-5.111,0,0.211,0.0775,7.13e-06,0.0996,0.447,82.429
1496,Savage,spotify:track:4FeWr4OsidcJClBjUEBHWI,confident,0.728,0.428,3,-7.368,0,0.0469,0.869,0,0.1,0.434,98.024
1497,you should see me in a crown,spotify:track:3XF5xLJHOQQRbWya6hBp7d,confident,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455
1498,FUCK IT UP,spotify:track:1GMG4GCA4HyBFJGuhus2Zq,confident,0.843,0.597,8,-4.597,0,0.229,0.0128,0,0.101,0.324,72.04
1499,"Do It (feat. Doja Cat, City Girls & Mulatto) [Remix]",spotify:track:2WKJcMeqmjkL4FzFoJszR7,confident,0.628,0.649,5,-10.171,0,0.202,0.00595,0,0.25,0.476,82.907
1500,Best Friend (feat. Doja Cat),spotify:track:2etHQJxIbV0soyPhelVs9Y,confident,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018
1501,Up,spotify:track:1XXimziG1uhM0eDNCZCrUl,confident,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0
1502,Cash Shit (feat. DaBaby),spotify:track:2rMAtCaTj16NptyVfEIeAC,confident,0.921,0.635,1,-4.904,1,0.416,0.0218,0,0.0946,0.549,130.028
1503,Said Sum (feat. City Girls & DaBaby) - Remix,spotify:track:13VXVxePp4NUiXwtmQ0viz,confident,0.913,0.625,10,-6.901,0,0.334,0.0168,0,0.125,0.298,126.915
1504,MIDDLE CHILD,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,confident,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984
1505,For Me,spotify:track:5XMhppJhtgjkd2SYDklhR9,confident,0.904,0.498,2,-7.86,1,0.324,0.00919,0,0.0791,0.145,132.992
1506,PRACTICE,spotify:track:4Z5FyQlevoHoa5FsIVKZju,confident,0.849,0.536,1,-7.307,1,0.349,0.0239,0,0.126,0.308,141.964
1507,Light It Up,spotify:track:41mzryVlFLlz6b1BCtJAjx,confident,0.953,0.515,10,-8.546,1,0.0846,0.00389,0,0.11,0.351,138.039
1508,Laugh Now Cry Later (feat. Lil Durk),spotify:track:2SAqBLGA283SUiwJ3xOUVI,confident,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
1509,Tyler Herro,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ,confident,0.792,0.793,5,-6.185,0,0.0841,0.0872,0,0.22,0.775,123.031
1510,Clean,spotify:track:2fDG6nBpw0WHVoycB20KeP,confident,0.882,0.396,4,-6.741,0,0.0684,0.0311,5.95e-05,0.0558,0.209,143.964
1511,Ima Ball,spotify:track:7ozIjpRL6iMaCi9KVvnyXI,confident,0.825,0.563,0,-8.279,0,0.319,0.189,0,0.135,0.713,92.069
1512,What That Speed Bout!?,spotify:track:5iZ5wjTTxSIv8Cfrhj6Jla,confident,0.755,0.81,10,-4.061,0,0.235,0.125,0,0.382,0.297,101.93
1513,Wolves (feat. Post Malone),spotify:track:33gwZOGJWEZ7dRWPqPxBEZ,confident,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048
1514,2 Sauce,spotify:track:2JzX9cvgywUC1hDfoMGYRK,confident,0.853,0.576,10,-6.264,0,0.173,0.739,0,0.109,0.692,139.999
1515,Touchdown (with Bankrol Hayden),spotify:track:7xWnMfIVVnI3Y3zPp9Ukvi,confident,0.915,0.514,10,-5.636,0,0.188,0.0142,0,0.106,0.834,94.984
1516,Penguins,spotify:track:26v2Gf4Af7Fav0jTQluetL,confident,0.877,0.648,1,-6.297,1,0.066,0.315,0,0.0767,0.59,150.012
1517,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",spotify:track:36J0iaPDGbYGsHvYpaYs3k,confident,0.761,0.586,0,-5.368,1,0.359,0.0392,0,0.0558,0.719,149.804
1518,The Bigger Picture,spotify:track:3HNWVQHXpW70ubsDhvnegu,confident,0.59,0.618,1,-5.756,1,0.334,0.0127,0,0.244,0.153,96.459
1519,Just Like Martin,spotify:track:0946VVOuYpcWD04kxXHZzP,confident,0.519,0.605,9,-7.802,1,0.315,0.0151,0.00567,0.374,0.44,249.438
1520,VIBEZ,spotify:track:0fySG6A6qLE8IvDpayb5bM,confident,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187
1521,That’s It,spotify:track:5n6gBhdEjCuj3obgCoTEFD,confident,0.94,0.532,11,-5.998,0,0.358,0.12,0,0.0925,0.599,123.043
1522,Face Of My City (feat. Lil Baby),spotify:track:6MDdceLYec4AxohmorE4vH,confident,0.74,0.566,1,-8.389,0,0.32,0.0034,0,0.589,0.342,156.197
1523,DOLLAZ ON MY HEAD (feat. Young Thug),spotify:track:3nS9a01VvXHQriLqJYwRqG,confident,0.825,0.458,0,-7.47,1,0.0577,0.114,0,0.102,0.161,145.115
1524,For The Night (feat. Lil Baby & DaBaby),spotify:track:0PvFJmanyNQMseIFrU708S,confident,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971
1525,Runnin,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,confident,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01
1526,4 Thangs (feat. Big Sean & Hit-Boy),spotify:track:4wmZtoif8SGm7PDqgKrEXr,confident,0.813,0.557,10,-6.655,0,0.133,0.0547,0,0.128,0.764,83.012
1527,NO BYSTANDERS,spotify:track:6OaVWaGfhXn70ZJfdVcabn,confident,0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.411,0.426,147.045
1528,Wow.,spotify:track:7xQAfvXzm3AkraOtGPWIZg,confident,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96
1529,WHATS POPPIN,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,confident,0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062
1530,"King's Dead (with Kendrick Lamar, Future & James Blake)",spotify:track:51rXHuKN8Loc4sUlKPODgH,confident,0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133
1531,Dreams and Nightmares,spotify:track:42zd6DYQ4o4SECmTITrM1U,confident,0.631,0.774,11,-2.459,1,0.3,0.468,0,0.281,0.44,79.745
1532,BIG,spotify:track:7cyeGclH71MayOuQ7qtLFl,confident,0.86,0.507,0,-5.776,0,0.369,0.0408,6.15e-06,0.14,0.15,85.005
1533,Suge,spotify:track:2gwkD6igEhQbDQegRCcdoB,confident,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445
1534,Death Row (feat. 03 Greedo),spotify:track:3YZ5NiutSg7KraH87r4fgm,confident,0.902,0.66,8,-5.939,1,0.397,0.0901,4.99e-06,0.123,0.44,87.503
1535,Ready Set (feat. Big Sean),spotify:track:0kdrHgKGFjClTSiisfNh9G,confident,0.849,0.62,4,-5.921,0,0.0589,0.00252,0.000283,0.113,0.481,96.005
