,track,uri,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1209,Addiction,spotify:track:12sXX3cUzBCpwjIzqBYIw1,chill,0.374,0.728,5,-4.553,0,0.0982,0.346,0.000115,0.115,0.278,82.442
1210,Somehow.,spotify:track:2zk7TQx9Xa4yxYmsjgDCPp,chill,0.502,0.399,11,-9.934,1,0.0295,0.719,0.00363,0.645,0.124,92.904
1211,You,spotify:track:68Q8gyJ6Jy9yGJ0h99hfuM,chill,0.776,0.286,1,-11.443,1,0.028,0.789,0.00434,0.114,0.196,92.028
1212,Buying Time,spotify:track:3Yt0liwMgB3I0xv3FQBDzI,chill,0.765,0.437,5,-8.994,0,0.0372,0.732,0.00331,0.167,0.667,117.99
1213,These Days,spotify:track:4UW4I0a056lfIaghMSvaf4,chill,0.544,0.281,5,-8.506,0,0.0541,0.791,0,0.11,0.236,134.553
1214,Where U At?,spotify:track:6wE9qLKJu7DovH54rvrSVs,chill,0.565,0.614,11,-6.277,1,0.397,0.0536,5.99e-05,0.0696,0.529,69.898
1215,Kimmi,spotify:track:4PICq5Ndi0cEWsyRAEWED6,chill,0.724,0.523,0,-7.063,1,0.0572,0.0012,0.0161,0.122,0.568,90.994
1216,Fool For You,spotify:track:3pEGNvJWWAfDSuUrQjEpEV,chill,0.593,0.287,2,-11.496,1,0.0631,0.832,0.000128,0.104,0.238,149.761
1217,Pisonia Prologue,spotify:track:2q30Rgmrv7m1WcgIh2JJna,chill,0.789,0.45,5,-8.343,0,0.587,0.392,1.02e-05,0.123,0.707,180.057
1218,Down For It,spotify:track:2x93RFNdEs1JtWoHsDQqTj,chill,0.637,0.567,1,-6.659,1,0.0655,0.404,1.92e-06,0.359,0.398,84.004
1219,Waiting For (feat. Jamila Woods),spotify:track:02nZeTbm2dRHisH6qsUM5E,chill,0.738,0.379,2,-11.644,0,0.084,0.201,1.1e-05,0.0806,0.598,122.042
1220,Alone,spotify:track:0AV42KWeMXr7npiKyoyvrh,chill,0.686,0.272,11,-9.958,1,0.0503,0.654,0.00111,0.115,0.168,80.01
1221,In Search of Balance,spotify:track:7jC7FwxsaNkQC8pO358NuY,chill,0.538,0.464,2,-6.256,1,0.073,0.239,4.98e-05,0.535,0.55,100.976
1222,I'm Thru,spotify:track:25AA0A6Qvq9leS9zyeWbln,chill,0.716,0.622,9,-8.251,1,0.0529,0.646,0.377,0.0897,0.644,108.004
1223,So Good At Being in Trouble,spotify:track:5VarZFY00sO54HErJ3TPCI,chill,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.878,0.119,0.594,103.816
1224,Napkins,spotify:track:37b1KAbfOZeBzeMB0LGO3g,chill,0.76,0.444,0,-8.976,0,0.386,0.431,1.25e-06,0.106,0.66,144.15
1225,PRETTY.,spotify:track:0xUTuscCV7C6l7VHoqJIxo,chill,0.556,0.466,11,-8.035,0,0.0922,0.399,0,0.412,0.506,158.988
1226,"Sincerely, Yours",spotify:track:4iYy9eFrSoInDBjBs3EYm3,chill,0.63,0.435,7,-10.76,0,0.253,0.909,0.00674,0.274,0.3,80.689
1227,You're Too Precious,spotify:track:5teYCP3pROESCEaASCVf5w,chill,0.684,0.477,1,-9.458,1,0.14,0.886,0.366,0.103,0.297,149.89
1228,PATTERNS,spotify:track:6CMYCujHKYkgEqjTSOzYTa,chill,0.566,0.378,7,-12.745,1,0.456,0.75,0,0.129,0.328,49.931
1229,Hazel Chandeliers,spotify:track:0tzvbbYFoxZS3ggIaEa1Ob,chill,0.24,0.277,6,-13.99,0,0.038,0.658,0.673,0.111,0.0843,177.178
1230,Think About You,spotify:track:22yvOsqxSG6ba2Q5JpuKUP,chill,0.698,0.441,8,-7.579,1,0.161,0.268,4.39e-06,0.105,0.247,93.086
1231,Scrimmage - Remix,spotify:track:4RLpPmjpcuXdOVqizQVnc5,chill,0.661,0.55,9,-9.996,0,0.0764,0.565,7.01e-06,0.0611,0.428,124.63
1232,Too Much to Ask,spotify:track:3uMXL8dZPO0NwnsLQ63cC1,chill,0.614,0.27,4,-15.648,1,0.132,0.814,0.0134,0.114,0.194,171.911
1233,I Wonder Why,spotify:track:2HpDcssMlgQXfmAUYhePIP,chill,0.619,0.654,0,-8.541,0,0.0425,0.209,0.00332,0.0604,0.726,80.0
1234,Stay,spotify:track:067TB7SiK4ZRF5hURd2sJh,chill,0.683,0.219,10,-12.254,0,0.0472,0.438,0.0604,0.116,0.151,139.468
1235,Lifethativebeenlivin,spotify:track:3W1M418LCdlDAUj1FQGMvN,chill,0.72,0.553,0,-6.163,1,0.0728,0.689,2.58e-05,0.104,0.107,84.986
1236,Running,spotify:track:1et9bfdvDHld2wPBZfT1OA,chill,0.454,0.393,11,-11.715,1,0.0417,0.825,0.275,0.106,0.181,110.072
1237,Where U Goin' Tonight?,spotify:track:4Z5Bwienk09FUgwsMlsPwJ,chill,0.67,0.721,10,-4.039,0,0.307,0.041,0,0.066,0.787,102.17
1238,Table for Two,spotify:track:4QcoLNjHgwDIoMvKeIm6aK,chill,0.754,0.394,9,-8.442,0,0.372,0.715,0.000881,0.0887,0.69,83.875
1239,Peaches (feat. Daniel Caesar & Giveon),spotify:track:4iJyoBOLtHqaGxP12qzhQI,chill,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03
1240,Later,spotify:track:0MuaRi77N4gPEfVkuooxqS,chill,0.455,0.247,1,-10.842,1,0.0662,0.814,0.133,0.0872,0.177,62.171
1241,Fair Play,spotify:track:2bo0Th0LniI0U1KbwNm9mk,chill,0.729,0.551,6,-7.361,1,0.268,0.712,8.06e-05,0.121,0.435,87.91
1242,June,spotify:track:45yb8CI0XfHkuqRPJnwwoR,chill,0.771,0.484,0,-6.864,0,0.0853,0.512,0.000192,0.131,0.578,98.041
1243,Jealous,spotify:track:0MuyhT3nN12w71WurEWSTN,chill,0.747,0.538,1,-8.597,1,0.0529,0.714,0.000165,0.158,0.299,134.896
1244,Ace,spotify:track:06fNR3xo4ksfvM4UTeEoZJ,chill,0.686,0.509,10,-9.173,1,0.404,0.864,0,0.12,0.651,106.889
1245,Awake (with Mahalia),spotify:track:16X7VHcGISwJ93ott9RHeC,chill,0.504,0.579,5,-7.418,0,0.0423,0.315,0.0542,0.11,0.665,83.973
1246,Connaissais de Face,spotify:track:6cVstYpU7fB0IKhJJmaqVe,chill,0.64,0.452,10,-12.552,1,0.0633,0.0504,0.768,0.0764,0.971,149.046
1247,Pricey,spotify:track:0vkT3Lz1Ojv1pTmyfdaHlE,chill,0.75,0.591,9,-6.568,0,0.0409,0.00345,0,0.131,0.795,95.995
1248,Sex n' Drugs,spotify:track:0G2wimhVoDYXbQ6csDxtSf,chill,0.831,0.32,7,-7.916,1,0.143,0.299,0,0.0757,0.319,80.935
1249,18,spotify:track:4IT7xj4YZX18jz4esFlUVe,chill,0.483,0.305,11,-8.15,0,0.268,0.877,6.78e-05,0.126,0.273,79.458
1250,Childism,spotify:track:2MFOCxpC2vFwAmWq0xKgAG,chill,0.703,0.527,2,-9.416,1,0.0546,0.515,2.05e-05,0.369,0.455,131.988
1251,Heavenly Mother,spotify:track:328rLNs6WQPOlFSPpIUy7E,chill,0.871,0.397,11,-7.872,0,0.394,0.14,0.0196,0.0681,0.486,88.167
1252,The Night Me and Your Mama Met,spotify:track:5cw7g1XATH9ghXX1Qm82BX,chill,0.535,0.124,1,-14.362,0,0.0313,0.969,0.22,0.0619,0.106,133.867
1253,Faux,spotify:track:2sL4GhaC3lSbQYLWxAJIj5,chill,0.63,0.408,6,-8.968,0,0.0377,0.206,0,0.0908,0.244,119.007
1254,Saint,spotify:track:2PzWUwFXApjQBZzKMl4Hd6,chill,0.795,0.629,5,-8.704,0,0.0745,0.043,0.000154,0.378,0.0667,100.803
1255,Song 32,spotify:track:7GWAIzOmt5iznpu8RbSiSI,chill,0.869,0.479,1,-9.695,1,0.128,0.0374,0.0168,0.0641,0.388,91.757
1256,"Yo Love - From ""Queen & Slim: The Soundtrack""",spotify:track:3Vj8RQkFwOmDvUrwu6MtQZ,chill,0.703,0.573,0,-9.032,1,0.0724,0.565,3.13e-06,0.0987,0.491,147.038
1257,Let Me Know,spotify:track:0dJhXJKZTpiaxTUc7uItIN,chill,0.743,0.548,6,-6.545,0,0.0947,0.175,0.00018,0.088,0.558,85.017
1258,Show You,spotify:track:4SwW8YMx6n6CTZLhdmx9MR,chill,0.706,0.476,7,-11.061,0,0.0509,0.495,0.174,0.113,0.574,153.997
1259,ROLLA,spotify:track:0E1ECahwlKkFkoi5uFHfRB,chill,0.652,0.446,4,-10.425,1,0.211,0.547,0.00416,0.535,0.34,81.443
1260,My World,spotify:track:5wXQFi7alwkKVf7PdYb3Co,chill,0.536,0.533,11,-7.54,1,0.0474,0.354,0.000275,0.277,0.139,78.019
1261,Don't Forget About Me,spotify:track:5bXwm2RRXbyDvCKE9VkSLU,chill,0.736,0.468,1,-6.116,1,0.236,0.43,0.13,0.0885,0.678,75.599
1262,Vent,spotify:track:6Wg4V42aZMn8edFpvjf68O,chill,0.665,0.591,6,-5.322,0,0.0495,0.397,0,0.301,0.48,135.979
1263,Baby Powder,spotify:track:7t4ihBlcMdkyUeO6W1DfYH,chill,0.784,0.521,1,-8.217,0,0.0529,0.323,0.000283,0.0518,0.682,78.456
1264,Winter Soon,spotify:track:3UI8yffe1GcHPNOivGzEHp,chill,0.308,0.205,8,-12.962,1,0.0675,0.478,7.54e-05,0.153,0.0745,176.506
1265,Desoleil (Brilliant Corners),spotify:track:5rYTMjVkGioNF4MpSQISlg,chill,0.826,0.483,8,-11.298,0,0.371,0.609,3.77e-05,0.145,0.116,131.883
1266,OPEN UP,spotify:track:4QTwWQDW89udp0JDO2lmPI,chill,0.84,0.192,6,-12.843,1,0.0514,0.409,6e-06,0.101,0.31,114.93
1267,Like U,spotify:track:7brvlhQ5XX6HXRKQNwXB60,chill,0.634,0.246,9,-14.002,1,0.0628,0.294,0.0413,0.0922,0.154,171.836
1268,colo(u)rs,spotify:track:7JVlElUz583S3EJIjeEYmR,chill,0.633,0.551,0,-9.635,0,0.261,0.58,0,0.09,0.607,87.952
1269,Let It Go,spotify:track:67xMYvb2jcgUuxiak7SIPL,chill,0.674,0.61,8,-8.156,0,0.45,0.12,0.00264,0.287,0.572,139.722
1270,Shallow Grave,spotify:track:2pA9wkbt97AAg1ONefIu40,chill,0.564,0.479,2,-7.157,1,0.0592,0.639,0.00175,0.146,0.492,61.525
1271,MHS,spotify:track:7w1cWV6RG3EqHD33qR2ARj,chill,0.527,0.637,1,-6.756,1,0.298,0.12,0,0.0931,0.398,158.733
1272,(Don't Let The Dragon) Draag On,spotify:track:5ueSa5lvfV2MPJq8paNUCq,chill,0.699,0.21,7,-14.278,1,0.0355,0.233,0.623,0.108,0.159,103.369
1273,You,spotify:track:75ZoDBdTAO9e896PtMsbnG,chill,0.809,0.656,5,-6.67,1,0.297,0.524,0.00455,0.075,0.786,88.934
1274,I’ll Keep You Safe,spotify:track:3YfNhioGntblm6ciPsCwC9,chill,0.54,0.341,10,-10.399,0,0.0717,0.802,0.00939,0.13,0.283,137.767
1275,dreamin',spotify:track:4PlzJVdaRYC9Fg2AqlOxer,chill,0.831,0.419,1,-7.381,0,0.44,0.359,0.00228,0.0959,0.339,84.983
1276,homebody,spotify:track:3I3ZmlSouhOYDHGWn3w0CW,chill,0.762,0.244,4,-14.089,1,0.0711,0.575,0.000661,0.11,0.255,94.949
1277,You're All I Want,spotify:track:4nvLuqwTOZdEJI1fcHXv8h,chill,0.233,0.471,5,-10.947,1,0.0294,0.363,0.828,0.113,0.277,182.161
1278,Sunrise,spotify:track:504BrFbtkCK5GG8U0wb2qb,chill,0.609,0.389,5,-11.675,0,0.0341,0.527,0.113,0.11,0.144,138.037
1279,Rain,spotify:track:72afDNRJsldkG7R02rRdA1,chill,0.716,0.231,0,-14.739,1,0.0527,0.86,0.0393,0.112,0.231,107.049
1280,I Need U,spotify:track:5lbdxt9C6rsELTimTkyMn8,chill,0.402,0.405,9,-12.486,1,0.0713,0.513,0.0167,0.155,0.072,84.873
1281,Fleur Blanche,spotify:track:0vpxHngtbm6hrdQZHsmOMb,chill,0.783,0.402,8,-9.56,1,0.119,0.0121,0.896,0.168,0.613,83.003
1282,Sola,spotify:track:237dlPXLNIsatIRYKRbCWN,chill,0.749,0.383,4,-13.404,0,0.152,0.294,6.63e-05,0.115,0.334,125.384
1283,walk but in a garden,spotify:track:37bzRWttPZDNdJs24NZaUG,chill,0.773,0.403,8,-11.617,0,0.0449,0.859,0.944,0.1,0.537,80.003
1284,Slipping Away,spotify:track:0BCPHe2assdUDijB5gUuCU,chill,0.707,0.546,11,-9.017,0,0.0399,0.427,0.17,0.101,0.774,78.007
1285,4:38am,spotify:track:1mCS2aMR3hGZV1stAkjLcV,chill,0.754,0.342,9,-11.3,1,0.052,0.841,0.0312,0.109,0.349,125.093
1286,Yours,spotify:track:0gmStTUTuiU807EB4KafOX,chill,0.67,0.707,11,-9.726,0,0.0358,0.714,0.065,0.0634,0.799,89.008
1287,Crazy,spotify:track:4P5tPq60W4LLYcoXLgWlYx,chill,0.672,0.503,2,-5.141,1,0.0464,0.265,0.000321,0.204,0.465,60.496
1288,cloud castle,spotify:track:3gyIcFToYNdOJycgMShtb2,chill,0.556,0.563,0,-6.731,1,0.0523,0.04,0.9,0.245,0.349,83.9
1289,peppermint,spotify:track:1YjEwY8FrctMA4MX0RkdRx,chill,0.564,0.379,4,-7.732,1,0.0391,0.895,0.257,0.0874,0.564,104.912
1290,3am,spotify:track:2uWaQb9xq100a2QHDWQyRI,chill,0.565,0.44,6,-10.009,0,0.051,0.626,0.000205,0.0893,0.229,119.728
1291,moonlight,spotify:track:4d83gRvk3DHU5cWBbyOlSk,chill,0.736,0.5,11,-11.229,0,0.171,0.639,0.00131,0.104,0.565,92.031
1292,12:34 AM,spotify:track:16iNVfWKKZPDjctIcd0KMn,chill,0.711,0.473,1,-11.971,1,0.116,0.656,0.0666,0.119,0.32,90.001
1293,Keep You Warm,spotify:track:4GjWZDfWw5ZnW9vmioJwY0,chill,0.527,0.555,7,-11.346,1,0.0272,0.614,0.574,0.33,0.18,143.917
1294,Kingston,spotify:track:0EDQwboQDmswDRn58wcslg,chill,0.73,0.344,10,-9.541,0,0.0394,0.138,0.00128,0.134,0.543,142.129
1295,Pink + White,spotify:track:3xKsf9qdS1CyvXSMEid6g8,chill,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738
1296,Always Afternoon,spotify:track:6GMaQmdpwGolGyuW6ZJ9X9,chill,0.598,0.357,3,-12.104,1,0.0492,0.869,0.0957,0.27,0.168,75.017
1297,Loving You Is a Mountain,spotify:track:4tqZET1gHOGWY6UbHv6qWf,chill,0.426,0.484,7,-7.772,1,0.0335,0.43,0.00199,0.0888,0.0384,58.339
1298,Opiate,spotify:track:1iXho1Srl0akpZSSHfOFvP,chill,0.868,0.334,10,-8.81,0,0.062,0.525,0.00397,0.238,0.356,104.679
1299,But There's Still the Moon,spotify:track:0tA5pH2uW1fKCQ44khDie8,chill,0.662,0.36,8,-11.924,1,0.0303,0.342,0.013,0.117,0.271,125.848
1300,Rise,spotify:track:0gxVuBfUu1TbmFyJZwK6X0,chill,0.321,0.317,0,-12.921,1,0.032,0.728,0.0107,0.66,0.129,185.115
1301,Wish I Was Better,spotify:track:1kAkUHFb7ryeVkVSRD6Nkj,chill,0.732,0.304,0,-13.086,0,0.111,0.747,6.13e-05,0.143,0.185,139.965
1302,Sun is going down,spotify:track:362Ev5LFc9zje3MhnzugOZ,chill,0.497,0.266,7,-12.67,1,0.0258,0.861,0.263,0.0989,0.149,94.694
1303,I Leave Again,spotify:track:5QI8TzL0eOULZSwsr1FJzu,chill,0.755,0.614,2,-9.481,1,0.0548,0.542,0.00879,0.0937,0.148,124.02
1304,do you come here often?,spotify:track:0ShHM5WuJOUCexBXVi52My,chill,0.774,0.425,9,-11.925,0,0.283,0.55,0.0139,0.0756,0.348,83.954
1305,Ocean,spotify:track:7tqLWumGlP0N0ouyj49WLk,chill,0.69,0.694,5,-9.431,1,0.0284,0.352,0.834,0.0812,0.811,100.041
1306,Løb Stop Stå,spotify:track:3wyLILirr6oFIFw1vYuktv,chill,0.493,0.335,0,-13.986,1,0.218,0.866,0.00174,0.115,0.279,93.603
1307,Get You The Moon (feat. Snøw),spotify:track:4ZLzoOkj0MPWrTLvooIuaa,chill,0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917
1308,Want U Around (feat. Ruel),spotify:track:5vprsDWNcHMEMH95sbJkH2,chill,0.571,0.443,0,-6.76,1,0.0451,0.3,6.95e-06,0.101,0.621,143.923
1309,Walking Home to You,spotify:track:4FdeSDY5xmZgZg4MyBLleO,chill,0.654,0.731,6,-6.559,0,0.0255,0.179,3.48e-05,0.1,0.761,117.955
1310,Till It Happens To You,spotify:track:4Eq60oypgAxlX6Kp7MFQl6,chill,0.659,0.226,1,-11.787,0,0.0517,0.789,0.000113,0.0858,0.0705,119.687
1311,The Most Beautiful Thing,spotify:track:7EncNzyGs8uJiQittB38ef,chill,0.806,0.362,7,-10.381,1,0.0345,0.535,0.045,0.111,0.42,127.502
1312,alien jewelry,spotify:track:33pTrKPiYyP4F49jCgjNio,chill,0.453,0.541,3,-10.664,1,0.0567,0.0803,0.0511,0.137,0.219,117.861
1313,I'm In Love With You,spotify:track:668AkXg9qeMsY8fivgpPxL,chill,0.657,0.485,9,-9.552,1,0.0685,0.829,0.769,0.128,0.402,76.975
1314,All I C Is U,spotify:track:2x4NzWn2QKMfnkwZzrQrd5,chill,0.445,0.212,0,-14.313,1,0.038,0.559,0.259,0.102,0.0939,119.772
1315,REWIND,spotify:track:53MNbeiNERmKWo3hc7YZu9,chill,0.774,0.274,10,-7.584,1,0.0512,0.595,0,0.133,0.397,119.834
1316,city,spotify:track:7ezWFPZxTDiQMl7NlAXdkR,chill,0.781,0.666,2,-5.547,1,0.0639,0.00916,0,0.1,0.561,130.005
1317,no song without you,spotify:track:3KKUf8F2hktFscLgbH4YwR,chill,0.778,0.462,0,-12.729,1,0.0359,0.463,0.583,0.11,0.817,105.45
1318,angels (emily),spotify:track:4CwgOt8rqXn4t9wOQB6Lej,chill,0.516,0.318,4,-9.757,1,0.028,0.545,0.0213,0.0776,0.192,85.89
1319,Sometimes (Backwood),spotify:track:5ysFFsqJFcsX8Rez67j2tv,chill,0.41,0.174,3,-11.405,1,0.0328,0.767,0.00197,0.114,0.0694,105.292
1320,Muse,spotify:track:7mtYsNBYTDPa8Mscf166hg,chill,0.879,0.315,4,-13.052,1,0.175,0.935,0.144,0.11,0.246,131.998
1321,I Want You Back,spotify:track:45IhSIsQkvmCZ2V0yxEazY,chill,0.861,0.388,9,-11.728,0,0.0543,0.572,0.000984,0.33,0.491,89.989
1322,Comfortable (feat. Hand Habits),spotify:track:43U3PxxpEJGNs7BCAn8oTS,chill,0.441,0.496,5,-8.103,0,0.0264,0.126,0.521,0.132,0.265,72.427
1323,something to live for,spotify:track:0iQPej6D7P8i2lWlulqH2T,chill,0.58,0.34,3,-14.906,0,0.307,0.583,0.00711,0.0988,0.347,134.486
1324,My Mind Is a Maze,spotify:track:2P4qoMmSqElFcI7GYaPLwf,chill,0.85,0.223,1,-11.46,1,0.0705,0.671,3.23e-05,0.0914,0.468,95.008
1325,STAND STILL,spotify:track:6C54NvHWrSBZ5hQJTGH5RN,chill,0.629,0.355,9,-6.253,1,0.0438,0.789,3.45e-05,0.219,0.27,86.108
1326,Stuck in the Sky,spotify:track:0PZdvrkdzVpIyVCL7KLR2r,chill,0.395,0.344,2,-10.529,0,0.0482,0.209,1.97e-05,0.104,0.0814,139.218
1327,Même Langue (feat. MUNYA),spotify:track:1cbzgAaPgE3iL3diqC2zzh,chill,0.791,0.7,2,-9.286,1,0.0559,0.507,0.825,0.685,0.47,123.021
1328,ACOUSCOUS,spotify:track:64lmE7hixqSVxMsk5nvG8e,chill,0.427,0.371,5,-11.405,1,0.147,0.689,1.96e-05,0.21,0.354,65.722
1329,Tell Me,spotify:track:0ndV1KbJuiFxPuZ4cJZZi8,chill,0.675,0.414,9,-12.641,1,0.0298,0.42,0.692,0.339,0.27,128.052
1330,Montara,spotify:track:49VM3vCQBFr1wJJw7xByGf,chill,0.772,0.655,7,-11.531,1,0.0437,0.258,0.902,0.0753,0.621,91.995
1331,Cotton Candy,spotify:track:2UvMgTm9y3lStOyQE2yxKA,chill,0.606,0.275,10,-10.004,1,0.0288,0.39,0,0.135,0.19,81.041
1332,Stay Where You Are,spotify:track:1hCss2zjMPOdWFbr5Ryf3F,chill,0.569,0.339,10,-8.661,1,0.0289,0.687,2.52e-05,0.24,0.121,124.818
1333,Like a Bird,spotify:track:3FUfo6bZ81aI5rBRfid4ge,chill,0.836,0.768,5,-8.418,1,0.0328,0.289,0.835,0.122,0.971,121.981
1334,Beautiful,spotify:track:0UldHegZYf4q7bYDSGBZhq,chill,0.817,0.306,10,-11.959,1,0.0535,0.112,0.163,0.158,0.402,91.014
1335,Disappear,spotify:track:3l2Tof2jle63mkRXF8MH89,chill,0.826,0.624,7,-8.386,1,0.25,0.784,1.73e-06,0.112,0.894,115.94
1336,High (Remix),spotify:track:32R9F2G42rDjgkZg3k5ecx,chill,0.502,0.513,10,-11.95,0,0.0586,0.41,0.0446,0.118,0.102,100.148
1337,that's us,spotify:track:1anxX1NLxxdIjVzomBJK45,chill,0.795,0.404,9,-8.616,1,0.0609,0.531,0.715,0.197,0.539,126.003
1338,Prophecy,spotify:track:2kZrL4OS30l79PbBcOk9Ik,chill,0.6,0.363,1,-10.208,1,0.0712,0.558,0.0186,0.109,0.344,81.988
1339,you and the everything of everything,spotify:track:1Y8F8VNZ3Ij0MaD8PcpGpW,chill,0.635,0.448,1,-9.106,1,0.0598,0.206,0.00259,0.103,0.239,148.024
1340,Beauty Fades,spotify:track:6lUG5VrmhGESNj8xKMg4hP,chill,0.733,0.528,10,-6.368,1,0.032,0.105,0.000558,0.0966,0.623,104.003
1341,RADIO SILENCE,spotify:track:2XnKHgfNOJOMj2B7u5qiD4,chill,0.543,0.552,3,-7.88,1,0.0506,0.543,0,0.153,0.464,142.016
1342,Like Summer,spotify:track:3innRzfJF3RMcZbXv6It28,chill,0.605,0.425,9,-11.586,0,0.0373,0.887,0.46,0.0938,0.376,139.981
1343,Stranger (feat. Saba & Jarreau Vandal),spotify:track:6RYdd1Q0KZe5IvgPc5dmNT,chill,0.784,0.531,5,-7.756,1,0.041,0.338,2.26e-05,0.0996,0.188,87.982
1344,Heavenly,spotify:track:6dwNcWigdxPUcqfz2zM6GL,chill,0.539,0.431,8,-9.298,1,0.0249,0.628,0.653,0.11,0.122,105.156
1345,You Make The World A Better Place,spotify:track:1OcX5myU73VFwUAanEvnnb,chill,0.432,0.116,0,-14.222,1,0.0345,0.952,0.0685,0.149,0.0814,99.887
1346,Colors We Made,spotify:track:1EWK3hODDw0DaiS5ffsPO7,chill,0.521,0.292,5,-11.96,1,0.062,0.572,2.39e-06,0.303,0.243,61.692
1347,Homebound,spotify:track:2O4HQCL3tEK89sLl3Twskf,chill,0.438,0.491,7,-9.87,1,0.0727,0.233,8.37e-05,0.148,0.0714,159.986
1348,SG Lou,spotify:track:2fkWyHBfRt87VD2Iilb6AM,chill,0.499,0.326,5,-10.291,1,0.0275,0.8,0.000161,0.172,0.359,77.446
1349,Flight,spotify:track:5UhsZ4o4QLoS5gai0ryUHp,chill,0.539,0.481,6,-12.12,0,0.0284,0.264,0.0185,0.346,0.319,89.999
1350,Unfold You,spotify:track:6DvXURYvXYnxuCQCHDbopQ,chill,0.569,0.424,9,-8.007,1,0.038,0.597,0.00489,0.313,0.397,75.367
1351,home:so long,spotify:track:37xgjn1tD4UqEC49kLpAYC,chill,0.514,0.664,8,-7.482,1,0.12,0.811,0.09,0.348,0.511,86.096
1352,Dream Away,spotify:track:3L3GtwAflCkqh4QCoacRYk,chill,0.599,0.564,10,-9.042,1,0.0804,0.102,0,0.912,0.112,95.023
1353,Zombies,spotify:track:2ig5YxSVKUgd4nxIDLcvZC,chill,0.584,0.597,3,-9.586,1,0.026,0.115,0.362,0.119,0.849,138.003
1354,Weirdo,spotify:track:2DhST4YlvdtsAbYrPHY0Jc,chill,0.537,0.351,7,-9.735,1,0.0346,0.552,8.78e-05,0.102,0.234,144.0
1355,Extraordinary Life,spotify:track:5MfQIoBbCOcXSCo6EupYN2,chill,0.576,0.458,9,-11.32,1,0.0536,0.728,0.000207,0.137,0.356,119.974
1356,I Can't Help (with Sarcastic Sounds),spotify:track:1OdYu7mDO94ydUvfZPaPvP,chill,0.714,0.4,2,-8.264,1,0.0618,0.393,0.000718,0.109,0.318,81.974
1357,Borderline - Blood Orange Remix,spotify:track:7IbGa7PhnXHvUOvhELtGgL,chill,0.48,0.429,10,-8.848,0,0.0479,0.355,0.0552,0.114,0.315,174.27
1358,ily (i love you baby) (feat. Emilee),spotify:track:62aP9fBQKYKxi7PDXwcUAS,chill,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05
1359,Back To You,spotify:track:5kdMBPrJNUjFnT9scCIIZq,chill,0.906,0.606,0,-8.855,1,0.0363,0.0506,0.00864,0.0802,0.738,116.007
1360,Waiting Up,spotify:track:1deqbBUFuyKeifDbTRdAWH,chill,0.4,0.183,4,-14.458,1,0.0349,0.87,0.0834,0.101,0.0634,120.064
1361,Can't Stop Your Lovin',spotify:track:5P1eorfAD2voGnX7ZbuvFz,chill,0.705,0.782,1,-6.284,0,0.0377,0.672,0.00496,0.138,0.963,90.997
1362,Sudden Death,spotify:track:2mNNAGjwvx83Xiuvkc7m0j,chill,0.608,0.87,2,-4.344,0,0.0287,0.383,0.847,0.067,0.704,157.118
1363,Dicking Around,spotify:track:6FGQSNQmdHth8rWT4yXBxU,chill,0.587,0.773,11,-8.35,0,0.0492,0.0172,0.713,0.664,0.595,89.998
1364,Keeping Busy,spotify:track:5g3InejbvUCMmZUOyVvRQb,chill,0.729,0.343,9,-7.962,1,0.0397,0.9,4.65e-05,0.105,0.528,124.979
1365,Garden,spotify:track:50iDsxVvLyArwlS5PUuiy3,chill,0.617,0.395,9,-6.418,1,0.026,0.455,0.178,0.0957,0.231,80.062
1366,BOGU$,spotify:track:3MGozJX0jp6ynA97MDwOUU,chill,0.802,0.413,5,-10.111,0,0.0858,0.604,0.000193,0.111,0.276,117.907
1367,Work of Art,spotify:track:4L6bK3JIEJpctCTxX9BJqO,chill,0.769,0.384,10,-12.68,1,0.0609,0.756,0.0826,0.119,0.482,94.96
1368,Flaws,spotify:track:2fORroOyzQE1tlljfDYzwI,chill,0.73,0.445,10,-9.008,1,0.0382,0.128,0.00347,0.264,0.291,121.936
1369,Wild World,spotify:track:3K5v9paUrw1sDVtZeeBxwt,chill,0.644,0.382,7,-14.721,1,0.071,0.552,0.822,0.123,0.671,169.977
1370,Moonboy,spotify:track:3j4P8ytkoDpBFePPrXHEbe,chill,0.507,0.375,9,-10.637,1,0.0256,0.855,0.00981,0.11,0.0519,90.006
1371,Hope You Are Okay,spotify:track:6vYbNeMUIMGRSX2OLhQQOk,chill,0.525,0.145,8,-17.419,1,0.0316,0.974,0.758,0.132,0.116,114.903
1372,Moonsong,spotify:track:4ZTUOWVfWaUKxnE0Z2Wb2h,chill,0.558,0.697,7,-5.157,1,0.0552,0.264,4e-06,0.203,0.52,176.888
1373,Every Day Is A Holiday,spotify:track:7vjWe160MXCv2jiyH3EQMH,chill,0.53,0.566,1,-9.027,1,0.197,0.391,0.00225,0.196,0.543,180.007
